 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.84150553e-30  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.25348000e-01 
 1.00000000e-02  0.00000000e+00  1.00000000e-02  1.73638881e-13  1.00000000e-02  1.00000000e-02  1.00000000e-02  5.25348000e-01 
 2.00000000e-02  0.00000000e+00  2.00000000e-02  1.47437618e-13  2.00000000e-02  2.00000000e-02  2.00000000e-02  5.25348000e-01 
 3.00000000e-02  0.00000000e+00  3.00000000e-02  1.63424829e-13  3.00000000e-02  3.00000000e-02  3.00000000e-02  5.25348000e-01 
 4.00000000e-02  0.00000000e+00  4.00000000e-02  1.79412041e-13  4.00000000e-02  4.00000000e-02  4.00000000e-02  5.25348000e-01 
 5.00000000e-02  0.00000000e+00  5.00000000e-02  1.91846539e-13  5.00000000e-02  5.00000000e-02  5.00000000e-02  5.25348000e-01 
 6.00000000e-02  0.00000000e+00  6.00000000e-02  2.02504680e-13  6.00000000e-02  6.00000000e-02  6.00000000e-02  5.25348000e-01 
 7.00000000e-02  0.00000000e+00  7.00000000e-02  2.09610107e-13  7.00000000e-02  7.00000000e-02  7.00000000e-02  5.25348000e-01 
 8.00000000e-02  0.00000000e+00  8.00000000e-02  2.20268248e-13  8.00000000e-02  8.00000000e-02  8.00000000e-02  5.25348000e-01 
 9.00000000e-02  0.00000000e+00  9.00000000e-02  2.34479103e-13  9.00000000e-02  9.00000000e-02  9.00000000e-02  5.25348000e-01 
 1.00000000e-01  0.00000000e+00  1.00000000e-01  2.48689958e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  5.25348000e-01 
 1.10000000e-01  0.00000000e+00  1.10000000e-01  2.55795385e-13  1.10000000e-01  1.10000000e-01  1.10000000e-01  5.25348000e-01 
 1.20000000e-01  0.00000000e+00  1.20000000e-01  2.62900812e-13  1.20000000e-01  1.20000000e-01  1.20000000e-01  5.25348000e-01 
 1.30000000e-01  0.00000000e+00  1.30000000e-01  2.77111667e-13  1.30000000e-01  1.30000000e-01  1.30000000e-01  5.25348000e-01 
 1.40000000e-01  0.00000000e+00  1.40000000e-01  2.91322522e-13  1.40000000e-01  1.40000000e-01  1.40000000e-01  5.25348000e-01 
 1.50000000e-01  0.00000000e+00  1.50000000e-01  2.98427949e-13  1.50000000e-01  1.50000000e-01  1.50000000e-01  5.25348000e-01 
 1.60000000e-01  0.00000000e+00  1.60000000e-01  3.05533376e-13  1.60000000e-01  1.60000000e-01  1.60000000e-01  5.25348000e-01 
 1.70000000e-01  0.00000000e+00  1.70000000e-01  3.19744231e-13  1.70000000e-01  1.70000000e-01  1.70000000e-01  5.25348000e-01 
 1.80000000e-01  0.00000000e+00  1.80000000e-01  3.26849658e-13  1.80000000e-01  1.80000000e-01  1.80000000e-01  5.25348000e-01 
 1.90000000e-01  0.00000000e+00  1.90000000e-01  3.41060513e-13  1.90000000e-01  1.90000000e-01  1.90000000e-01  5.25348000e-01 
 2.00000000e-01  0.00000000e+00  2.00000000e-01  3.55271368e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  5.25348000e-01 
 2.10000000e-01  0.00000000e+00  2.10000000e-01  3.69482223e-13  2.10000000e-01  2.10000000e-01  2.10000000e-01  5.25348000e-01 
 2.20000000e-01  0.00000000e+00  2.20000000e-01  3.69482223e-13  2.20000000e-01  2.20000000e-01  2.20000000e-01  5.25348000e-01 
 2.30000000e-01  0.00000000e+00  2.30000000e-01  3.83693077e-13  2.30000000e-01  2.30000000e-01  2.30000000e-01  5.25348000e-01 
 2.40000000e-01  0.00000000e+00  2.40000000e-01  3.97903932e-13  2.40000000e-01  2.40000000e-01  2.40000000e-01  5.25348000e-01 
 2.50000000e-01  0.00000000e+00  2.50000000e-01  4.12114787e-13  2.50000000e-01  2.50000000e-01  2.50000000e-01  5.25348000e-01 
 2.60000000e-01  0.00000000e+00  2.60000000e-01  4.12114787e-13  2.60000000e-01  2.60000000e-01  2.60000000e-01  5.25348000e-01 
 2.70000000e-01  0.00000000e+00  2.70000000e-01  4.12114787e-13  2.70000000e-01  2.70000000e-01  2.70000000e-01  5.25348000e-01 
 2.80000000e-01  0.00000000e+00  2.80000000e-01  4.40536496e-13  2.80000000e-01  2.80000000e-01  2.80000000e-01  5.25348000e-01 
 2.90000000e-01  0.00000000e+00  2.90000000e-01  4.54747351e-13  2.90000000e-01  2.90000000e-01  2.90000000e-01  5.25348000e-01 
 3.00000000e-01  0.00000000e+00  3.00000000e-01  4.54747351e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  5.25348000e-01 
 3.10000000e-01  0.00000000e+00  3.10000000e-01  4.68958206e-13  3.10000000e-01  3.10000000e-01  3.10000000e-01  5.25348000e-01 
 3.20000000e-01  0.00000000e+00  3.20000000e-01  4.68958206e-13  3.20000000e-01  3.20000000e-01  3.20000000e-01  5.25348000e-01 
 3.30000000e-01  0.00000000e+00  3.30000000e-01  4.97379915e-13  3.30000000e-01  3.30000000e-01  3.30000000e-01  5.25348000e-01 
 3.40000000e-01  0.00000000e+00  3.40000000e-01  4.97379915e-13  3.40000000e-01  3.40000000e-01  3.40000000e-01  5.25348000e-01 
 3.50000000e-01  0.00000000e+00  3.50000000e-01  5.11590770e-13  3.50000000e-01  3.50000000e-01  3.50000000e-01  5.25348000e-01 
 3.60000000e-01  0.00000000e+00  3.60000000e-01  5.25801624e-13  3.60000000e-01  3.60000000e-01  3.60000000e-01  5.25348000e-01 
 3.70000000e-01  0.00000000e+00  3.70000000e-01  5.25801624e-13  3.70000000e-01  3.70000000e-01  3.70000000e-01  5.25348000e-01 
 3.80000000e-01  0.00000000e+00  3.80000000e-01  5.40012479e-13  3.80000000e-01  3.80000000e-01  3.80000000e-01  5.25348000e-01 
 3.90000000e-01  0.00000000e+00  3.90000000e-01  5.40012479e-13  3.90000000e-01  3.90000000e-01  3.90000000e-01  5.25348000e-01 
 4.00000000e-01  0.00000000e+00  4.00000000e-01  5.68434189e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  5.25348000e-01 
 4.10000000e-01  0.00000000e+00  4.10000000e-01  5.68434189e-13  4.10000000e-01  4.10000000e-01  4.10000000e-01  5.25348000e-01 
 4.20000000e-01  0.00000000e+00  4.20000000e-01  5.96855898e-13  4.20000000e-01  4.20000000e-01  4.20000000e-01  5.25348000e-01 
 4.30000000e-01  0.00000000e+00  4.30000000e-01  5.96855898e-13  4.30000000e-01  4.30000000e-01  4.30000000e-01  5.25348000e-01 
 4.40000000e-01  0.00000000e+00  4.40000000e-01  5.96855898e-13  4.40000000e-01  4.40000000e-01  4.40000000e-01  5.25348000e-01 
 4.50000000e-01  0.00000000e+00  4.50000000e-01  6.25277607e-13  4.50000000e-01  4.50000000e-01  4.50000000e-01  5.25348000e-01 
 4.60000000e-01  0.00000000e+00  4.60000000e-01  6.25277607e-13  4.60000000e-01  4.60000000e-01  4.60000000e-01  5.25348000e-01 
 4.70000000e-01  0.00000000e+00  4.70000000e-01  6.25277607e-13  4.70000000e-01  4.70000000e-01  4.70000000e-01  5.25348000e-01 
 4.80000000e-01  0.00000000e+00  4.80000000e-01  6.53699317e-13  4.80000000e-01  4.80000000e-01  4.80000000e-01  5.25348000e-01 
 4.90000000e-01  0.00000000e+00  4.90000000e-01  6.53699317e-13  4.90000000e-01  4.90000000e-01  4.90000000e-01  5.25348000e-01 
 5.00000000e-01  0.00000000e+00  5.00000000e-01  6.53699317e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.25348000e-01 
 5.10000000e-01  0.00000000e+00  5.10000000e-01  6.82121026e-13  5.10000000e-01  5.10000000e-01  5.10000000e-01  5.25348000e-01 
 5.20000000e-01  0.00000000e+00  5.20000000e-01  7.10542736e-13  5.20000000e-01  5.20000000e-01  5.20000000e-01  5.25348000e-01 
 5.30000000e-01  0.00000000e+00  5.30000000e-01  6.82121026e-13  5.30000000e-01  5.30000000e-01  5.30000000e-01  5.25348000e-01 
 5.40000000e-01  0.00000000e+00  5.40000000e-01  7.10542736e-13  5.40000000e-01  5.40000000e-01  5.40000000e-01  5.25348000e-01 
 5.50000000e-01  0.00000000e+00  5.50000000e-01  7.10542736e-13  5.50000000e-01  5.50000000e-01  5.50000000e-01  5.25348000e-01 
 5.60000000e-01  0.00000000e+00  5.60000000e-01  7.38964445e-13  5.60000000e-01  5.60000000e-01  5.60000000e-01  5.25348000e-01 
