vSweep,vd,vg,id,vth0_nom,u0_nom,rdsw_nom,nfactor_nom,vsat_nom,eta0_nom,delta_nom
1.00000000e-02,1.00000000e-02,1.48000000e+00,4.38112642e-05,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.00000000e-02,2.00000000e-02,1.48000000e+00,8.71535433e-05,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.00000000e-02,3.00000000e-02,1.48000000e+00,1.30025322e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
4.00000000e-02,4.00000000e-02,1.48000000e+00,1.72425080e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
5.00000000e-02,5.00000000e-02,1.48000000e+00,2.14351291e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
6.00000000e-02,6.00000000e-02,1.48000000e+00,2.55802420e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
7.00000000e-02,7.00000000e-02,1.48000000e+00,2.96776932e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
8.00000000e-02,8.00000000e-02,1.48000000e+00,3.37273284e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
9.00000000e-02,9.00000000e-02,1.48000000e+00,3.77289931e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.00000000e-01,1.00000000e-01,1.48000000e+00,4.16825326e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.10000000e-01,1.10000000e-01,1.48000000e+00,4.55877917e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.20000000e-01,1.20000000e-01,1.48000000e+00,4.94446157e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.30000000e-01,1.30000000e-01,1.48000000e+00,5.32528496e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.40000000e-01,1.40000000e-01,1.48000000e+00,5.70123387e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.50000000e-01,1.50000000e-01,1.48000000e+00,6.07229290e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.60000000e-01,1.60000000e-01,1.48000000e+00,6.43844668e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.70000000e-01,1.70000000e-01,1.48000000e+00,6.79967996e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.80000000e-01,1.80000000e-01,1.48000000e+00,7.15597761e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
1.90000000e-01,1.90000000e-01,1.48000000e+00,7.50732463e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.00000000e-01,2.00000000e-01,1.48000000e+00,7.85370623e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.10000000e-01,2.10000000e-01,1.48000000e+00,8.19510782e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.20000000e-01,2.20000000e-01,1.48000000e+00,8.53151512e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.30000000e-01,2.30000000e-01,1.48000000e+00,8.86291413e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.40000000e-01,2.40000000e-01,1.48000000e+00,9.18929128e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.50000000e-01,2.50000000e-01,1.48000000e+00,9.51063341e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.60000000e-01,2.60000000e-01,1.48000000e+00,9.82692790e-04,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.70000000e-01,2.70000000e-01,1.48000000e+00,1.01381627e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.80000000e-01,2.80000000e-01,1.48000000e+00,1.04443265e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
2.90000000e-01,2.90000000e-01,1.48000000e+00,1.07454087e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.00000000e-01,3.00000000e-01,1.48000000e+00,1.10413997e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.10000000e-01,3.10000000e-01,1.48000000e+00,1.13322908e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.20000000e-01,3.20000000e-01,1.48000000e+00,1.16180744e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.30000000e-01,3.30000000e-01,1.48000000e+00,1.18987443e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.40000000e-01,3.40000000e-01,1.48000000e+00,1.21742957e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.50000000e-01,3.50000000e-01,1.48000000e+00,1.24447253e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.60000000e-01,3.60000000e-01,1.48000000e+00,1.27100317e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.70000000e-01,3.70000000e-01,1.48000000e+00,1.29702152e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.80000000e-01,3.80000000e-01,1.48000000e+00,1.32252786e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
3.90000000e-01,3.90000000e-01,1.48000000e+00,1.34752266e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
4.00000000e-01,4.00000000e-01,1.48000000e+00,1.37200667e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
4.10000000e-01,4.10000000e-01,1.48000000e+00,1.39598093e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
4.20000000e-01,4.20000000e-01,1.48000000e+00,1.41944674e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
4.30000000e-01,4.30000000e-01,1.48000000e+00,1.44240575e-03,1.27867953e+00,1.68686803e+00,9.27958045e-01,1.56995475e+00,3.27051059e+01,1.26517262e+00,5.27015938e+00
