 0.00000000e+00  5.55000000e-01  0.00000000e+00 -9.16429105e-37  0.00000000e+00  0.00000000e+00 
 1.00000000e-02  5.55000000e-01  1.00000000e-02  1.07286428e-08  1.00000000e-02  1.00000000e-02 
 2.00000000e-02  5.55000000e-01  2.00000000e-02  1.97362785e-08  2.00000000e-02  2.00000000e-02 
 3.00000000e-02  5.55000000e-01  3.00000000e-02  2.72968875e-08  3.00000000e-02  3.00000000e-02 
 4.00000000e-02  5.55000000e-01  4.00000000e-02  3.37254191e-08  4.00000000e-02  4.00000000e-02 
 5.00000000e-02  5.55000000e-01  5.00000000e-02  3.92740260e-08  5.00000000e-02  5.00000000e-02 
 6.00000000e-02  5.55000000e-01  6.00000000e-02  4.41348007e-08  6.00000000e-02  6.00000000e-02 
 7.00000000e-02  5.55000000e-01  7.00000000e-02  4.84529217e-08  7.00000000e-02  7.00000000e-02 
 8.00000000e-02  5.55000000e-01  8.00000000e-02  5.23385248e-08  8.00000000e-02  8.00000000e-02 
 9.00000000e-02  5.55000000e-01  9.00000000e-02  5.58758373e-08  9.00000000e-02  9.00000000e-02 
 1.00000000e-01  5.55000000e-01  1.00000000e-01  5.91298894e-08  1.00000000e-01  1.00000000e-01 
 1.10000000e-01  5.55000000e-01  1.10000000e-01  6.21513925e-08  1.10000000e-01  1.10000000e-01 
 1.20000000e-01  5.55000000e-01  1.20000000e-01  6.49802891e-08  1.20000000e-01  1.20000000e-01 
 1.30000000e-01  5.55000000e-01  1.30000000e-01  6.76483416e-08  1.30000000e-01  1.30000000e-01 
 1.40000000e-01  5.55000000e-01  1.40000000e-01  7.01810396e-08  1.40000000e-01  1.40000000e-01 
 1.50000000e-01  5.55000000e-01  1.50000000e-01  7.25990197e-08  1.50000000e-01  1.50000000e-01 
 1.60000000e-01  5.55000000e-01  1.60000000e-01  7.49191242e-08  1.60000000e-01  1.60000000e-01 
 1.70000000e-01  5.55000000e-01  1.70000000e-01  7.71552049e-08  1.70000000e-01  1.70000000e-01 
 1.80000000e-01  5.55000000e-01  1.80000000e-01  7.93187382e-08  1.80000000e-01  1.80000000e-01 
 1.90000000e-01  5.55000000e-01  1.90000000e-01  8.14193006e-08  1.90000000e-01  1.90000000e-01 
 2.00000000e-01  5.55000000e-01  2.00000000e-01  8.34649265e-08  2.00000000e-01  2.00000000e-01 
 2.10000000e-01  5.55000000e-01  2.10000000e-01  8.54624043e-08  2.10000000e-01  2.10000000e-01 
 2.20000000e-01  5.55000000e-01  2.20000000e-01  8.74174990e-08  2.20000000e-01  2.20000000e-01 
 2.30000000e-01  5.55000000e-01  2.30000000e-01  8.93351313e-08  2.30000000e-01  2.30000000e-01 
 2.40000000e-01  5.55000000e-01  2.40000000e-01  9.12195279e-08  2.40000000e-01  2.40000000e-01 
 2.50000000e-01  5.55000000e-01  2.50000000e-01  9.30743322e-08  2.50000000e-01  2.50000000e-01 
