 v-sweep         run_num         v(drain)        i(vds)          out_vth0        out_u0          out_rdsw        out_nfactor     out_vsat        out_eta0       
 0.00000000e+00  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 3.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 4.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 5.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 6.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 7.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 8.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 9.00000000e-02  1.70000000e+02  1.85000000e+00 -1.85137520e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.00000000e-01  1.70000000e+02  1.85000000e+00 -1.85137521e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.10000000e-01  1.70000000e+02  1.85000000e+00 -1.85137522e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.20000000e-01  1.70000000e+02  1.85000000e+00 -1.85137523e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.30000000e-01  1.70000000e+02  1.85000000e+00 -1.85137526e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.40000000e-01  1.70000000e+02  1.85000000e+00 -1.85137533e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.50000000e-01  1.70000000e+02  1.85000000e+00 -1.85137545e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.60000000e-01  1.70000000e+02  1.85000000e+00 -1.85137569e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.70000000e-01  1.70000000e+02  1.85000000e+00 -1.85137618e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.80000000e-01  1.70000000e+02  1.85000000e+00 -1.85137713e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 1.90000000e-01  1.70000000e+02  1.85000000e+00 -1.85137903e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.00000000e-01  1.70000000e+02  1.85000000e+00 -1.85138278e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.10000000e-01  1.70000000e+02  1.85000000e+00 -1.85139022e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.20000000e-01  1.70000000e+02  1.85000000e+00 -1.85140496e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.30000000e-01  1.70000000e+02  1.85000000e+00 -1.85143416e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.40000000e-01  1.70000000e+02  1.85000000e+00 -1.85149200e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.50000000e-01  1.70000000e+02  1.85000000e+00 -1.85160659e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.60000000e-01  1.70000000e+02  1.85000000e+00 -1.85183360e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.70000000e-01  1.70000000e+02  1.85000000e+00 -1.85228330e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.80000000e-01  1.70000000e+02  1.85000000e+00 -1.85317418e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 2.90000000e-01  1.70000000e+02  1.85000000e+00 -1.85493898e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
 3.00000000e-01  1.70000000e+02  1.85000000e+00 -1.85843497e-12  3.54194659e-01  5.58720572e-02  1.00111968e+02  5.00908779e+00  1.03088885e+05 -1.87345348e-01 
