 0.00000000e+00  9.25000000e-01  0.00000000e+00 -8.65886748e-33  0.00000000e+00  0.00000000e+00 
 1.00000000e-02  9.25000000e-01  1.00000000e-02  5.57678661e-06  1.00000000e-02  1.00000000e-02 
 2.00000000e-02  9.25000000e-01  2.00000000e-02  1.09364232e-05  2.00000000e-02  2.00000000e-02 
 3.00000000e-02  9.25000000e-01  3.00000000e-02  1.60818413e-05  3.00000000e-02  3.00000000e-02 
 4.00000000e-02  9.25000000e-01  4.00000000e-02  2.10164719e-05  4.00000000e-02  4.00000000e-02 
 5.00000000e-02  9.25000000e-01  5.00000000e-02  2.57440163e-05  5.00000000e-02  5.00000000e-02 
 6.00000000e-02  9.25000000e-01  6.00000000e-02  3.02684231e-05  6.00000000e-02  6.00000000e-02 
 7.00000000e-02  9.25000000e-01  7.00000000e-02  3.45938802e-05  7.00000000e-02  7.00000000e-02 
 8.00000000e-02  9.25000000e-01  8.00000000e-02  3.87248093e-05  8.00000000e-02  8.00000000e-02 
 9.00000000e-02  9.25000000e-01  9.00000000e-02  4.26658591e-05  9.00000000e-02  9.00000000e-02 
 1.00000000e-01  9.25000000e-01  1.00000000e-01  4.64218969e-05  1.00000000e-01  1.00000000e-01 
 1.10000000e-01  9.25000000e-01  1.10000000e-01  4.99979964e-05  1.10000000e-01  1.10000000e-01 
 1.20000000e-01  9.25000000e-01  1.20000000e-01  5.33994235e-05  1.20000000e-01  1.20000000e-01 
 1.30000000e-01  9.25000000e-01  1.30000000e-01  5.66316189e-05  1.30000000e-01  1.30000000e-01 
 1.40000000e-01  9.25000000e-01  1.40000000e-01  5.97001777e-05  1.40000000e-01  1.40000000e-01 
 1.50000000e-01  9.25000000e-01  1.50000000e-01  6.26108269e-05  1.50000000e-01  1.50000000e-01 
 1.60000000e-01  9.25000000e-01  1.60000000e-01  6.53694004e-05  1.60000000e-01  1.60000000e-01 
 1.70000000e-01  9.25000000e-01  1.70000000e-01  6.79818119e-05  1.70000000e-01  1.70000000e-01 
 1.80000000e-01  9.25000000e-01  1.80000000e-01  7.04540271e-05  1.80000000e-01  1.80000000e-01 
 1.90000000e-01  9.25000000e-01  1.90000000e-01  7.27920352e-05  1.90000000e-01  1.90000000e-01 
 2.00000000e-01  9.25000000e-01  2.00000000e-01  7.50018191e-05  2.00000000e-01  2.00000000e-01 
 2.10000000e-01  9.25000000e-01  2.10000000e-01  7.70893279e-05  2.10000000e-01  2.10000000e-01 
 2.20000000e-01  9.25000000e-01  2.20000000e-01  7.90604486e-05  2.20000000e-01  2.20000000e-01 
 2.30000000e-01  9.25000000e-01  2.30000000e-01  8.09209802e-05  2.30000000e-01  2.30000000e-01 
 2.40000000e-01  9.25000000e-01  2.40000000e-01  8.26766099e-05  2.40000000e-01  2.40000000e-01 
 2.50000000e-01  9.25000000e-01  2.50000000e-01  8.43328910e-05  2.50000000e-01  2.50000000e-01 
 2.60000000e-01  9.25000000e-01  2.60000000e-01  8.58952234e-05  2.60000000e-01  2.60000000e-01 
 2.70000000e-01  9.25000000e-01  2.70000000e-01  8.73688373e-05  2.70000000e-01  2.70000000e-01 
 2.80000000e-01  9.25000000e-01  2.80000000e-01  8.87587796e-05  2.80000000e-01  2.80000000e-01 
 2.90000000e-01  9.25000000e-01  2.90000000e-01  9.00699028e-05  2.90000000e-01  2.90000000e-01 
 3.00000000e-01  9.25000000e-01  3.00000000e-01  9.13068568e-05  3.00000000e-01  3.00000000e-01 
 3.10000000e-01  9.25000000e-01  3.10000000e-01  9.24740835e-05  3.10000000e-01  3.10000000e-01 
 3.20000000e-01  9.25000000e-01  3.20000000e-01  9.35758139e-05  3.20000000e-01  3.20000000e-01 
 3.30000000e-01  9.25000000e-01  3.30000000e-01  9.46160668e-05  3.30000000e-01  3.30000000e-01 
 3.40000000e-01  9.25000000e-01  3.40000000e-01  9.55986505e-05  3.40000000e-01  3.40000000e-01 
 3.50000000e-01  9.25000000e-01  3.50000000e-01  9.65271651e-05  3.50000000e-01  3.50000000e-01 
 3.60000000e-01  9.25000000e-01  3.60000000e-01  9.74050071e-05  3.60000000e-01  3.60000000e-01 
 3.70000000e-01  9.25000000e-01  3.70000000e-01  9.82353749e-05  3.70000000e-01  3.70000000e-01 
 3.80000000e-01  9.25000000e-01  3.80000000e-01  9.90212754e-05  3.80000000e-01  3.80000000e-01 
 3.90000000e-01  9.25000000e-01  3.90000000e-01  9.97655310e-05  3.90000000e-01  3.90000000e-01 
 4.00000000e-01  9.25000000e-01  4.00000000e-01  1.00470787e-04  4.00000000e-01  4.00000000e-01 
 4.10000000e-01  9.25000000e-01  4.10000000e-01  1.01139522e-04  4.10000000e-01  4.10000000e-01 
 4.20000000e-01  9.25000000e-01  4.20000000e-01  1.01774052e-04  4.20000000e-01  4.20000000e-01 
 4.30000000e-01  9.25000000e-01  4.30000000e-01  1.02376544e-04  4.30000000e-01  4.30000000e-01 
 4.40000000e-01  9.25000000e-01  4.40000000e-01  1.02949019e-04  4.40000000e-01  4.40000000e-01 
 4.50000000e-01  9.25000000e-01  4.50000000e-01  1.03493366e-04  4.50000000e-01  4.50000000e-01 
 4.60000000e-01  9.25000000e-01  4.60000000e-01  1.04011346e-04  4.60000000e-01  4.60000000e-01 
 4.70000000e-01  9.25000000e-01  4.70000000e-01  1.04504601e-04  4.70000000e-01  4.70000000e-01 
 4.80000000e-01  9.25000000e-01  4.80000000e-01  1.04974662e-04  4.80000000e-01  4.80000000e-01 
 4.90000000e-01  9.25000000e-01  4.90000000e-01  1.05422957e-04  4.90000000e-01  4.90000000e-01 
 5.00000000e-01  9.25000000e-01  5.00000000e-01  1.05850816e-04  5.00000000e-01  5.00000000e-01 
 5.10000000e-01  9.25000000e-01  5.10000000e-01  1.06259477e-04  5.10000000e-01  5.10000000e-01 
 5.20000000e-01  9.25000000e-01  5.20000000e-01  1.06650098e-04  5.20000000e-01  5.20000000e-01 
 5.30000000e-01  9.25000000e-01  5.30000000e-01  1.07023754e-04  5.30000000e-01  5.30000000e-01 
 5.40000000e-01  9.25000000e-01  5.40000000e-01  1.07381451e-04  5.40000000e-01  5.40000000e-01 
 5.50000000e-01  9.25000000e-01  5.50000000e-01  1.07724123e-04  5.50000000e-01  5.50000000e-01 
 5.60000000e-01  9.25000000e-01  5.60000000e-01  1.08052645e-04  5.60000000e-01  5.60000000e-01 
 5.70000000e-01  9.25000000e-01  5.70000000e-01  1.08367832e-04  5.70000000e-01  5.70000000e-01 
 5.80000000e-01  9.25000000e-01  5.80000000e-01  1.08670443e-04  5.80000000e-01  5.80000000e-01 
 5.90000000e-01  9.25000000e-01  5.90000000e-01  1.08961189e-04  5.90000000e-01  5.90000000e-01 
 6.00000000e-01  9.25000000e-01  6.00000000e-01  1.09240734e-04  6.00000000e-01  6.00000000e-01 
 6.10000000e-01  9.25000000e-01  6.10000000e-01  1.09509697e-04  6.10000000e-01  6.10000000e-01 
 6.20000000e-01  9.25000000e-01  6.20000000e-01  1.09768658e-04  6.20000000e-01  6.20000000e-01 
 6.30000000e-01  9.25000000e-01  6.30000000e-01  1.10018158e-04  6.30000000e-01  6.30000000e-01 
