vgate,idrain,idrain-fit,errors,vbulk,vdrain,vsource
0.0,1e-08,6.6702452e-12,0.99933297548,0.0,-1.85,0.0
-0.01,1e-08,7.5718528e-12,0.99924281472,0.0,-1.85,0.0
-0.02,1e-08,8.5952277e-12,0.9991404772300001,0.0,-1.85,0.0
-0.03,1e-08,9.7567939e-12,0.99902432061,0.0,-1.85,0.0
-0.04,1e-08,1.1075186e-11,0.9988924814000001,0.0,-1.85,0.0
-0.05,1e-08,1.2571545e-11,0.9987428454999999,0.0,-1.85,0.0
-0.06,1e-08,1.4269858e-11,0.9985730142,0.0,-1.85,0.0
-0.07,1e-08,1.6197335e-11,0.9983802665,0.0,-1.85,0.0
-0.08,1e-08,1.8384841e-11,0.9981615159,0.0,-1.85,0.0
-0.09,1e-08,2.0867391e-11,0.9979132609,0.0,-1.85,0.0
-0.1,1e-08,2.3684698e-11,0.9976315302000001,0.0,-1.85,0.0
-0.11,1e-08,2.6881803e-11,0.9973118197,0.0,-1.85,0.0
-0.12,1e-08,3.050979e-11,0.996949021,0.0,-1.85,0.0
-0.13,1e-08,3.4626584e-11,0.9965373416000001,0.0,-1.85,0.0
-0.14,1e-08,3.9297874e-11,0.9960702126000001,0.0,-1.85,0.0
-0.15,1e-08,4.4598136e-11,0.9955401864000001,0.0,-1.85,0.0
-0.16,1e-08,5.0611808e-11,0.9949388192,0.0,-1.85,0.0
-0.17,1e-08,5.743461e-11,0.994256539,0.0,-1.85,0.0
-0.18,1e-08,6.5175045e-11,0.9934824954999999,0.0,-1.85,0.0
-0.19,1e-08,7.3956088e-11,0.9926043912,0.0,-1.85,0.0
-0.2,1e-08,8.3917102e-11,0.9916082898,0.0,-1.85,0.0
-0.21,1e-08,9.5216008e-11,0.9904783991999999,0.0,-1.85,0.0
-0.22,1e-08,1.0803172e-10,0.989196828,0.0,-1.85,0.0
-0.23,1e-08,1.2256694e-10,0.9877433059999999,0.0,-1.85,0.0
-0.24,1e-08,1.3905124e-10,0.986094876,0.0,-1.85,0.0
-0.25,1e-08,1.5774463e-10,0.984225537,0.0,-1.85,0.0
-0.26,1e-08,1.789415e-10,0.98210585,0.0,-1.85,0.0
-0.27,1e-08,2.0297518e-10,0.9797024820000001,0.0,-1.85,0.0
-0.28,1e-08,2.3022293e-10,0.976977707,0.0,-1.85,0.0
-0.29,1e-08,2.6111174e-10,0.973888826,0.0,-1.85,0.0
-0.3,1e-08,2.961247e-10,0.97038753,0.0,-1.85,0.0
-0.31,1e-08,3.3580833e-10,0.966419167,0.0,-1.85,0.0
-0.32,1e-08,3.807807e-10,0.96192193,0.0,-1.85,0.0
-0.33,1e-08,4.3174067e-10,0.956825933,0.0,-1.85,0.0
-0.34,1e-08,4.8947822e-10,0.951052178,0.0,-1.85,0.0
-0.35,1e-08,5.5488615e-10,0.944511385,0.0,-1.85,0.0
-0.36,1e-08,6.2897308e-10,0.937102692,0.0,-1.85,0.0
-0.37,1e-08,7.1287818e-10,0.9287121819999999,0.0,-1.85,0.0
-0.38,1e-08,8.0788767e-10,0.919211233,0.0,-1.85,0.0
-0.39,1e-08,9.1545325e-10,0.908454675,0.0,-1.85,0.0
-0.4,1e-08,1.0372129e-09,0.89627871,0.0,-1.85,0.0
-0.41,1e-08,1.1750138e-09,0.88249862,0.0,-1.85,0.0
-0.42,1e-08,1.3309388e-09,0.8669061199999999,0.0,-1.85,0.0
-0.43,1e-08,1.5073347e-09,0.84926653,0.0,-1.85,0.0
-0.44,1e-08,1.7068453e-09,0.8293154699999999,0.0,-1.85,0.0
-0.45,1e-08,1.9324469e-09,0.80675531,0.0,-1.85,0.0
-0.46,1e-08,2.1874892e-09,0.78125108,0.0,-1.85,0.0
-0.47,1e-08,2.4757392e-09,0.75242608,0.0,-1.85,0.0
-0.48,1e-08,2.8014321e-09,0.71985679,0.0,-1.85,0.0
-0.49,1e-08,3.1693255e-09,0.68306745,0.0,-1.85,0.0
-0.5,1e-08,3.5847617e-09,0.6415238299999999,0.0,-1.85,0.0
-0.51,1e-08,4.0537351e-09,0.59462649,0.0,-1.85,0.0
-0.52,1e-08,4.5829675e-09,0.54170325,0.0,-1.85,0.0
-0.53,1e-08,5.1799914e-09,0.48200086000000003,0.0,-1.85,0.0
-0.54,1e-08,5.8532414e-09,0.41467585999999995,0.0,-1.85,0.0
-0.55,1e-08,6.6121554e-09,0.33878446,0.0,-1.85,0.0
-0.56,1e-08,7.4672852e-09,0.25327148000000005,0.0,-1.85,0.0
-0.57,1e-08,8.4304191e-09,0.15695809000000005,0.0,-1.85,0.0
-0.58,1e-08,9.5147149e-09,0.04852851000000006,0.0,-1.85,0.0
-0.59,1e-08,1.0734846e-08,0.07348460000000001,0.0,-1.85,0.0
-0.6,1e-08,1.2107163e-08,0.2107162999999999,0.0,-1.85,0.0
-0.61,1e-08,1.3649865e-08,0.36498649999999994,0.0,-1.85,0.0
-0.62,1e-08,1.5383189e-08,0.5383188999999999,0.0,-1.85,0.0
-0.63,1e-08,1.7329622e-08,0.7329621999999999,0.0,-1.85,0.0
