vdrain,idrain,idrain-fit,errors,vbulk,vgate,vsource
-1.35,1.964e-05,1.983005e-05,0.009676680244399358,0.0,-1.48,0.0
-1.36,1.962e-05,1.9903001e-05,0.014424108053007131,0.0,-1.48,0.0
-1.37,1.965e-05,1.9975958e-05,0.016588193384224008,0.0,-1.48,0.0
-1.38,1.97e-05,2.004892e-05,0.017711675126903418,0.0,-1.48,0.0
-1.39,1.97e-05,2.0121889e-05,0.02141568527918782,0.0,-1.48,0.0
-1.4,1.974e-05,2.0194863e-05,0.023042705167173258,0.0,-1.48,0.0
-1.41,1.981e-05,2.0267842e-05,0.023111660777385287,0.0,-1.48,0.0
-1.42,1.979e-05,2.0340828e-05,0.02783365336028305,0.0,-1.48,0.0
-1.43,1.985e-05,2.0413819e-05,0.028403979848866407,0.0,-1.48,0.0
-1.44,1.987e-05,2.0486815e-05,0.03104252642174123,0.0,-1.48,0.0
-1.45,1.994e-05,2.0559817e-05,0.031084102306920776,0.0,-1.48,0.0
-1.46,1.994e-05,2.0632824e-05,0.03474543630892679,0.0,-1.48,0.0
-1.47,1.991e-05,2.0705836e-05,0.03997167252636858,0.0,-1.48,0.0
-1.48,2.003e-05,2.0778853e-05,0.037386570144782846,0.0,-1.48,0.0
-1.49,2.003e-05,2.0851876e-05,0.041032251622566185,0.0,-1.48,0.0
-1.5,2.004e-05,2.0924904e-05,0.0441568862275449,0.0,-1.48,0.0
-1.51,2.048e-05,2.0997936e-05,0.025289843749999954,0.0,-1.48,0.0
-1.52,2.015e-05,2.1070974e-05,0.045705905707196154,0.0,-1.48,0.0
-1.53,2.026e-05,2.1144016e-05,0.04363356367226065,0.0,-1.48,0.0
-1.54,2.017e-05,2.1217064e-05,0.05191194843827469,0.0,-1.48,0.0
-1.55,2.017e-05,2.1290116e-05,0.0555337630143778,0.0,-1.48,0.0
-1.56,2.021e-05,2.1363172e-05,0.05705947550717455,0.0,-1.48,0.0
-1.57,2.029e-05,2.1436234e-05,0.05649255791030059,0.0,-1.48,0.0
-1.58,2.027e-05,2.15093e-05,0.06113961519486927,0.0,-1.48,0.0
-1.59,2.029e-05,2.158237e-05,0.06369492360768848,0.0,-1.48,0.0
-1.6,2.033e-05,2.1655445e-05,0.06519650762420064,0.0,-1.48,0.0
-1.61,2.037e-05,2.1728524e-05,0.06669239077074127,0.0,-1.48,0.0
