vdrain,idrain,idrain-fit,errors,vbulk,vgate,vsource
-0.01,1.1e-07,8.7160952e-07,6.923722909090908,0.0,-1.85,0.0
-0.02,5.3e-07,1.7323174e-06,2.268523396226415,0.0,-1.85,0.0
-0.03,9.5e-07,2.5821356e-06,1.7180374736842108,0.0,-1.85,0.0
-0.04,1.45e-06,3.4210765e-06,1.3593631034482758,0.0,-1.85,0.0
-0.05,1.83e-06,4.2491524e-06,1.3219412021857921,0.0,-1.85,0.0
-0.06,2.38e-06,5.0663764e-06,1.1287295798319328,0.0,-1.85,0.0
-0.07,2.98e-06,5.8727615e-06,0.9707253355704698,0.0,-1.85,0.0
-0.08,3.31e-06,6.6683214e-06,1.0145986102719033,0.0,-1.85,0.0
-0.09,3.83e-06,7.4530699e-06,0.9459712532637078,0.0,-1.85,0.0
-0.1,4.19e-06,8.2270213e-06,0.963489570405728,0.0,-1.85,0.0
-0.11,4.86e-06,8.9901904e-06,0.8498334156378601,0.0,-1.85,0.0
-0.12,5.38e-06,9.7425924e-06,0.810890780669145,0.0,-1.85,0.0
-0.13,5.93e-06,1.0484243e-05,0.7680005059021922,0.0,-1.85,0.0
-0.14,6.52e-06,1.1215158e-05,0.7201162576687117,0.0,-1.85,0.0
-0.15,7.01e-06,1.1935354e-05,0.7026182596291013,0.0,-1.85,0.0
-0.16,7.55e-06,1.2644849e-05,0.6748144370860928,0.0,-1.85,0.0
-0.17,8.08e-06,1.334366e-05,0.6514430693069305,0.0,-1.85,0.0
-0.18,8.65e-06,1.4031806e-05,0.6221741040462427,0.0,-1.85,0.0
-0.19,9.24e-06,1.4709306e-05,0.5919162337662338,0.0,-1.85,0.0
-0.2,9.78e-06,1.537618e-05,0.5722065439672801,0.0,-1.85,0.0
-0.21,1.034e-05,1.6032449e-05,0.5505269825918763,0.0,-1.85,0.0
-0.22,1.09e-05,1.6678134e-05,0.5301040366972475,0.0,-1.85,0.0
-0.23,1.15e-05,1.7313257e-05,0.5055006086956523,0.0,-1.85,0.0
-0.24,1.199e-05,1.7937842e-05,0.4960668890742286,0.0,-1.85,0.0
-0.25,1.265e-05,1.8551914e-05,0.4665544664031621,0.0,-1.85,0.0
-0.26,1.323e-05,1.9155497e-05,0.44788337112622834,0.0,-1.85,0.0
-0.27,1.383e-05,1.9748618e-05,0.4279550253073029,0.0,-1.85,0.0
-0.28,1.44e-05,2.0331306e-05,0.41189625,0.0,-1.85,0.0
-0.29,1.499e-05,2.0903588e-05,0.39450220146764514,0.0,-1.85,0.0
-0.3,1.558e-05,2.1465496e-05,0.37775969191270853,0.0,-1.85,0.0
-0.31,1.616e-05,2.2017062e-05,0.3624419554455444,0.0,-1.85,0.0
-0.32,1.674e-05,2.2558319e-05,0.3475698327359618,0.0,-1.85,0.0
-0.33,1.737e-05,2.3089303e-05,0.329263270005757,0.0,-1.85,0.0
-0.34,1.793e-05,2.361005e-05,0.3167902955939766,0.0,-1.85,0.0
-0.35,1.853e-05,2.41206e-05,0.30170534268753374,0.0,-1.85,0.0
