 v-sweep         vdd             gate            ax_id2          out_vth0        out_u0          out_rdsw        out_nfactor     out_vsat        out_eta0       
 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50998190e-42  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.00000000e-02  0.00000000e+00  1.00000000e-02 -1.25122224e-52  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 2.00000000e-02  0.00000000e+00  2.00000000e-02 -1.90509221e-53  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 3.00000000e-02  0.00000000e+00  3.00000000e-02 -7.03048299e-64  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 4.00000000e-02  0.00000000e+00  4.00000000e-02  2.31847235e-64  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 5.00000000e-02  0.00000000e+00  5.00000000e-02  1.38993470e-74  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 6.00000000e-02  0.00000000e+00  6.00000000e-02 -2.76247858e-75  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 7.00000000e-02  0.00000000e+00  7.00000000e-02 -2.28435383e-85  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 8.00000000e-02  0.00000000e+00  8.00000000e-02  3.24901394e-86  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 9.00000000e-02  0.00000000e+00  9.00000000e-02  3.42258570e-96  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.00000000e-01  0.00000000e+00  1.00000000e-01 -3.79000588e-97  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.10000000e-01  0.00000000e+00  1.10000000e-01 -4.85094329e-107  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.20000000e-01  0.00000000e+00  1.20000000e-01  4.39782530e-108  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.30000000e-01  0.00000000e+00  1.30000000e-01  6.62671407e-118  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.40000000e-01  0.00000000e+00  1.40000000e-01 -5.08566920e-119  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.50000000e-01  0.00000000e+00  1.50000000e-01 -8.81953327e-129  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
 1.60000000e-01  0.00000000e+00  1.60000000e-01  5.86792491e-130  3.78725780e-01  7.65342517e-02  1.00216861e+02  1.05456435e+01  1.48188467e+05 -1.91950511e-01 
