 0.00000000e+00  9.25000000e-01  0.00000000e+00 -1.43978796e-33  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.86314000e-01 
 1.00000000e-02  9.25000000e-01  1.00000000e-02  5.04433385e-05  1.00000000e-02  1.00000000e-02  1.00000000e-02  6.86314000e-01 
 2.00000000e-02  9.25000000e-01  2.00000000e-02  9.81134866e-05  2.00000000e-02  2.00000000e-02  2.00000000e-02  6.86314000e-01 
 3.00000000e-02  9.25000000e-01  3.00000000e-02  1.42642022e-04  3.00000000e-02  3.00000000e-02  3.00000000e-02  6.86314000e-01 
 4.00000000e-02  9.25000000e-01  4.00000000e-02  1.84008787e-04  4.00000000e-02  4.00000000e-02  4.00000000e-02  6.86314000e-01 
 5.00000000e-02  9.25000000e-01  5.00000000e-02  2.22312679e-04  5.00000000e-02  5.00000000e-02  5.00000000e-02  6.86314000e-01 
 6.00000000e-02  9.25000000e-01  6.00000000e-02  2.57705104e-04  6.00000000e-02  6.00000000e-02  6.00000000e-02  6.86314000e-01 
 7.00000000e-02  9.25000000e-01  7.00000000e-02  2.90362320e-04  7.00000000e-02  7.00000000e-02  7.00000000e-02  6.86314000e-01 
 8.00000000e-02  9.25000000e-01  8.00000000e-02  3.20471196e-04  8.00000000e-02  8.00000000e-02  8.00000000e-02  6.86314000e-01 
 9.00000000e-02  9.25000000e-01  9.00000000e-02  3.48220796e-04  9.00000000e-02  9.00000000e-02  9.00000000e-02  6.86314000e-01 
 1.00000000e-01  9.25000000e-01  1.00000000e-01  3.73797003e-04  1.00000000e-01  1.00000000e-01  1.00000000e-01  6.86314000e-01 
 1.10000000e-01  9.25000000e-01  1.10000000e-01  3.97378965e-04  1.10000000e-01  1.10000000e-01  1.10000000e-01  6.86314000e-01 
 1.20000000e-01  9.25000000e-01  1.20000000e-01  4.19136791e-04  1.20000000e-01  1.20000000e-01  1.20000000e-01  6.86314000e-01 
 1.30000000e-01  9.25000000e-01  1.30000000e-01  4.39230122e-04  1.30000000e-01  1.30000000e-01  1.30000000e-01  6.86314000e-01 
 1.40000000e-01  9.25000000e-01  1.40000000e-01  4.57807380e-04  1.40000000e-01  1.40000000e-01  1.40000000e-01  6.86314000e-01 
