 0.00000000e+00  1.11000000e+00  0.00000000e+00 -1.59781546e-32  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.86314000e-01 
 1.00000000e-02  1.11000000e+00  1.00000000e-02  8.54626266e-05  1.00000000e-02  1.00000000e-02  1.00000000e-02  6.86314000e-01 
 2.00000000e-02  1.11000000e+00  2.00000000e-02  1.67365332e-04  2.00000000e-02  2.00000000e-02  2.00000000e-02  6.86314000e-01 
 3.00000000e-02  1.11000000e+00  3.00000000e-02  2.45131693e-04  3.00000000e-02  3.00000000e-02  3.00000000e-02  6.86314000e-01 
 4.00000000e-02  1.11000000e+00  4.00000000e-02  3.18611058e-04  4.00000000e-02  4.00000000e-02  4.00000000e-02  6.86314000e-01 
 5.00000000e-02  1.11000000e+00  5.00000000e-02  3.87814280e-04  5.00000000e-02  5.00000000e-02  5.00000000e-02  6.86314000e-01 
 6.00000000e-02  1.11000000e+00  6.00000000e-02  4.52832368e-04  6.00000000e-02  6.00000000e-02  6.00000000e-02  6.86314000e-01 
 7.00000000e-02  1.11000000e+00  7.00000000e-02  5.13802390e-04  7.00000000e-02  7.00000000e-02  7.00000000e-02  6.86314000e-01 
 8.00000000e-02  1.11000000e+00  8.00000000e-02  5.70889951e-04  8.00000000e-02  8.00000000e-02  8.00000000e-02  6.86314000e-01 
 9.00000000e-02  1.11000000e+00  9.00000000e-02  6.24278666e-04  9.00000000e-02  9.00000000e-02  9.00000000e-02  6.86314000e-01 
 1.00000000e-01  1.11000000e+00  1.00000000e-01  6.74163032e-04  1.00000000e-01  1.00000000e-01  1.00000000e-01  6.86314000e-01 
 1.10000000e-01  1.11000000e+00  1.10000000e-01  7.20743145e-04  1.10000000e-01  1.10000000e-01  1.10000000e-01  6.86314000e-01 
 1.20000000e-01  1.11000000e+00  1.20000000e-01  7.64220609e-04  1.20000000e-01  1.20000000e-01  1.20000000e-01  6.86314000e-01 
 1.30000000e-01  1.11000000e+00  1.30000000e-01  8.04795274e-04  1.30000000e-01  1.30000000e-01  1.30000000e-01  6.86314000e-01 
 1.40000000e-01  1.11000000e+00  1.40000000e-01  8.42662640e-04  1.40000000e-01  1.40000000e-01  1.40000000e-01  6.86314000e-01 
 1.50000000e-01  1.11000000e+00  1.50000000e-01  8.78011843e-04  1.50000000e-01  1.50000000e-01  1.50000000e-01  6.86314000e-01 
 1.60000000e-01  1.11000000e+00  1.60000000e-01  9.11024130e-04  1.60000000e-01  1.60000000e-01  1.60000000e-01  6.86314000e-01 
 1.70000000e-01  1.11000000e+00  1.70000000e-01  9.41871774e-04  1.70000000e-01  1.70000000e-01  1.70000000e-01  6.86314000e-01 
 1.80000000e-01  1.11000000e+00  1.80000000e-01  9.70717377e-04  1.80000000e-01  1.80000000e-01  1.80000000e-01  6.86314000e-01 
 1.90000000e-01  1.11000000e+00  1.90000000e-01  9.97713484e-04  1.90000000e-01  1.90000000e-01  1.90000000e-01  6.86314000e-01 
 2.00000000e-01  1.11000000e+00  2.00000000e-01  1.02300248e-03  2.00000000e-01  2.00000000e-01  2.00000000e-01  6.86314000e-01 
 2.10000000e-01  1.11000000e+00  2.10000000e-01  1.04671666e-03  2.10000000e-01  2.10000000e-01  2.10000000e-01  6.86314000e-01 
 2.20000000e-01  1.11000000e+00  2.20000000e-01  1.06897854e-03  2.20000000e-01  2.20000000e-01  2.20000000e-01  6.86314000e-01 
 2.30000000e-01  1.11000000e+00  2.30000000e-01  1.08990118e-03  2.30000000e-01  2.30000000e-01  2.30000000e-01  6.86314000e-01 
