 0.00000000e+00  0.00000000e+00  1.48000000e+00 -2.69384091e-20  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.00000000e-02  1.00000000e-02  1.48000000e+00  4.34234115e-05  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 2.00000000e-02  2.00000000e-02  1.48000000e+00  8.63203815e-05  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 3.00000000e-02  3.00000000e-02  1.48000000e+00  1.28688980e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 4.00000000e-02  4.00000000e-02  1.48000000e+00  1.70527265e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 5.00000000e-02  5.00000000e-02  1.48000000e+00  2.11833286e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 6.00000000e-02  6.00000000e-02  1.48000000e+00  2.52605082e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 7.00000000e-02  7.00000000e-02  1.48000000e+00  2.92840684e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 8.00000000e-02  8.00000000e-02  1.48000000e+00  3.32538114e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 9.00000000e-02  9.00000000e-02  1.48000000e+00  3.71695389e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.00000000e-01  1.00000000e-01  1.48000000e+00  4.10310518e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.10000000e-01  1.10000000e-01  1.48000000e+00  4.48381507e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.20000000e-01  1.20000000e-01  1.48000000e+00  4.85906362e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.30000000e-01  1.30000000e-01  1.48000000e+00  5.22883086e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.40000000e-01  1.40000000e-01  1.48000000e+00  5.59309686e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.50000000e-01  1.50000000e-01  1.48000000e+00  5.95184176e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.60000000e-01  1.60000000e-01  1.48000000e+00  6.30504576e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.70000000e-01  1.70000000e-01  1.48000000e+00  6.65268923e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.80000000e-01  1.80000000e-01  1.48000000e+00  6.99475270e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 1.90000000e-01  1.90000000e-01  1.48000000e+00  7.33121694e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 2.00000000e-01  2.00000000e-01  1.48000000e+00  7.66206302e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 2.10000000e-01  2.10000000e-01  1.48000000e+00  7.98727236e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 2.20000000e-01  2.20000000e-01  1.48000000e+00  8.30682685e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
 2.30000000e-01  2.30000000e-01  1.48000000e+00  8.62070892e-04  1.39857178e+00  1.75346853e+00  9.60631497e-01  1.80573389e+00  3.01705805e+01  1.53287762e+00  4.94469237e+00 
