 0.00000000e+00  9.25000000e-01  0.00000000e+00 -6.32682038e-21  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.72584000e-01 
 1.00000000e-02  9.25000000e-01  1.00000000e-02  1.35850521e-05  1.00000000e-02  1.00000000e-02  1.00000000e-02  5.72584000e-01 
 2.00000000e-02  9.25000000e-01  2.00000000e-02  2.61413725e-05  2.00000000e-02  2.00000000e-02  2.00000000e-02  5.72584000e-01 
 3.00000000e-02  9.25000000e-01  3.00000000e-02  3.76841741e-05  3.00000000e-02  3.00000000e-02  3.00000000e-02  5.72584000e-01 
 4.00000000e-02  9.25000000e-01  4.00000000e-02  4.82538401e-05  4.00000000e-02  4.00000000e-02  4.00000000e-02  5.72584000e-01 
 5.00000000e-02  9.25000000e-01  5.00000000e-02  5.78978825e-05  5.00000000e-02  5.00000000e-02  5.00000000e-02  5.72584000e-01 
 6.00000000e-02  9.25000000e-01  6.00000000e-02  6.66684251e-05  6.00000000e-02  6.00000000e-02  6.00000000e-02  5.72584000e-01 
 7.00000000e-02  9.25000000e-01  7.00000000e-02  7.46210420e-05  7.00000000e-02  7.00000000e-02  7.00000000e-02  5.72584000e-01 
 8.00000000e-02  9.25000000e-01  8.00000000e-02  8.18137375e-05  8.00000000e-02  8.00000000e-02  8.00000000e-02  5.72584000e-01 
 9.00000000e-02  9.25000000e-01  9.00000000e-02  8.83058482e-05  9.00000000e-02  9.00000000e-02  9.00000000e-02  5.72584000e-01 
 1.00000000e-01  9.25000000e-01  1.00000000e-01  9.41568777e-05  1.00000000e-01  1.00000000e-01  1.00000000e-01  5.72584000e-01 
 1.10000000e-01  9.25000000e-01  1.10000000e-01  9.94253418e-05  1.10000000e-01  1.10000000e-01  1.10000000e-01  5.72584000e-01 
 1.20000000e-01  9.25000000e-01  1.20000000e-01  1.04167720e-04  1.20000000e-01  1.20000000e-01  1.20000000e-01  5.72584000e-01 
 1.30000000e-01  9.25000000e-01  1.30000000e-01  1.08437587e-04  1.30000000e-01  1.30000000e-01  1.30000000e-01  5.72584000e-01 
 1.40000000e-01  9.25000000e-01  1.40000000e-01  1.12284971e-04  1.40000000e-01  1.40000000e-01  1.40000000e-01  5.72584000e-01 
 1.50000000e-01  9.25000000e-01  1.50000000e-01  1.15755950e-04  1.50000000e-01  1.50000000e-01  1.50000000e-01  5.72584000e-01 
 1.60000000e-01  9.25000000e-01  1.60000000e-01  1.18892460e-04  1.60000000e-01  1.60000000e-01  1.60000000e-01  5.72584000e-01 
 1.70000000e-01  9.25000000e-01  1.70000000e-01  1.21732294e-04  1.70000000e-01  1.70000000e-01  1.70000000e-01  5.72584000e-01 
 1.80000000e-01  9.25000000e-01  1.80000000e-01  1.24309238e-04  1.80000000e-01  1.80000000e-01  1.80000000e-01  5.72584000e-01 
 1.90000000e-01  9.25000000e-01  1.90000000e-01  1.26653297e-04  1.90000000e-01  1.90000000e-01  1.90000000e-01  5.72584000e-01 
 2.00000000e-01  9.25000000e-01  2.00000000e-01  1.28790996e-04  2.00000000e-01  2.00000000e-01  2.00000000e-01  5.72584000e-01 
 2.10000000e-01  9.25000000e-01  2.10000000e-01  1.30745694e-04  2.10000000e-01  2.10000000e-01  2.10000000e-01  5.72584000e-01 
 2.20000000e-01  9.25000000e-01  2.20000000e-01  1.32537912e-04  2.20000000e-01  2.20000000e-01  2.20000000e-01  5.72584000e-01 
 2.30000000e-01  9.25000000e-01  2.30000000e-01  1.34185651e-04  2.30000000e-01  2.30000000e-01  2.30000000e-01  5.72584000e-01 
 2.40000000e-01  9.25000000e-01  2.40000000e-01  1.35704693e-04  2.40000000e-01  2.40000000e-01  2.40000000e-01  5.72584000e-01 
 2.50000000e-01  9.25000000e-01  2.50000000e-01  1.37108867e-04  2.50000000e-01  2.50000000e-01  2.50000000e-01  5.72584000e-01 
 2.60000000e-01  9.25000000e-01  2.60000000e-01  1.38410303e-04  2.60000000e-01  2.60000000e-01  2.60000000e-01  5.72584000e-01 
