 0.00000000e+00  3.70000000e-01  0.00000000e+00 -2.10676929e-44  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.11929000e-01 
 1.00000000e-02  3.70000000e-01  1.00000000e-02  4.15709134e-14  1.00000000e-02  1.00000000e-02  1.00000000e-02  4.11929000e-01 
 2.00000000e-02  3.70000000e-01  2.00000000e-02  6.64052147e-14  2.00000000e-02  2.00000000e-02  2.00000000e-02  4.11929000e-01 
 3.00000000e-02  3.70000000e-01  3.00000000e-02  9.13435994e-14  3.00000000e-02  3.00000000e-02  3.00000000e-02  4.11929000e-01 
 4.00000000e-02  3.70000000e-01  4.00000000e-02  1.13131726e-13  4.00000000e-02  4.00000000e-02  4.00000000e-02  4.11929000e-01 
 5.00000000e-02  3.70000000e-01  5.00000000e-02  1.32782674e-13  5.00000000e-02  5.00000000e-02  5.00000000e-02  4.11929000e-01 
 6.00000000e-02  3.70000000e-01  6.00000000e-02  1.50934820e-13  6.00000000e-02  6.00000000e-02  6.00000000e-02  4.11929000e-01 
 7.00000000e-02  3.70000000e-01  7.00000000e-02  1.67976744e-13  7.00000000e-02  7.00000000e-02  7.00000000e-02  4.11929000e-01 
 8.00000000e-02  3.70000000e-01  8.00000000e-02  1.84297022e-13  8.00000000e-02  8.00000000e-02  8.00000000e-02  4.11929000e-01 
 9.00000000e-02  3.70000000e-01  9.00000000e-02  1.99895656e-13  9.00000000e-02  9.00000000e-02  9.00000000e-02  4.11929000e-01 
 1.00000000e-01  3.70000000e-01  1.00000000e-01  2.15050200e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  4.11929000e-01 
 1.10000000e-01  3.70000000e-01  1.10000000e-01  2.29927188e-13  1.10000000e-01  1.10000000e-01  1.10000000e-01  4.11929000e-01 
 1.20000000e-01  3.70000000e-01  1.20000000e-01  2.44471110e-13  1.20000000e-01  1.20000000e-01  1.20000000e-01  4.11929000e-01 
 1.30000000e-01  3.70000000e-01  1.30000000e-01  2.58570942e-13  1.30000000e-01  1.30000000e-01  1.30000000e-01  4.11929000e-01 
 1.40000000e-01  3.70000000e-01  1.40000000e-01  2.73003842e-13  1.40000000e-01  1.40000000e-01  1.40000000e-01  4.11929000e-01 
 1.50000000e-01  3.70000000e-01  1.50000000e-01  2.87103674e-13  1.50000000e-01  1.50000000e-01  1.50000000e-01  4.11929000e-01 
 1.60000000e-01  3.70000000e-01  1.60000000e-01  3.01092484e-13  1.60000000e-01  1.60000000e-01  1.60000000e-01  4.11929000e-01 
 1.70000000e-01  3.70000000e-01  1.70000000e-01  3.14970272e-13  1.70000000e-01  1.70000000e-01  1.70000000e-01  4.11929000e-01 
 1.80000000e-01  3.70000000e-01  1.80000000e-01  3.28848060e-13  1.80000000e-01  1.80000000e-01  1.80000000e-01  4.11929000e-01 
 1.90000000e-01  3.70000000e-01  1.90000000e-01  3.42392781e-13  1.90000000e-01  1.90000000e-01  1.90000000e-01  4.11929000e-01 
 2.00000000e-01  3.70000000e-01  2.00000000e-01  3.56159546e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  4.11929000e-01 
 2.10000000e-01  3.70000000e-01  2.10000000e-01  3.69926312e-13  2.10000000e-01  2.10000000e-01  2.10000000e-01  4.11929000e-01 
 2.20000000e-01  3.70000000e-01  2.20000000e-01  3.83471033e-13  2.20000000e-01  2.20000000e-01  2.20000000e-01  4.11929000e-01 
 2.30000000e-01  3.70000000e-01  2.30000000e-01  3.97237798e-13  2.30000000e-01  2.30000000e-01  2.30000000e-01  4.11929000e-01 
