run_id,vg,vd,id,v_vth0
7,0.0,1.85,-1.8513752e-12,0.3124117712333046
7,0.01,1.85,-1.8513752e-12,0.3124117712333046
7,0.02,1.85,-1.8513752e-12,0.3124117712333046
7,0.03,1.85,-1.8513752e-12,0.3124117712333046
7,0.04,1.85,-1.8513752e-12,0.3124117712333046
7,0.05,1.85,-1.8513752e-12,0.3124117712333046
7,0.06,1.85,-1.8513752e-12,0.3124117712333046
7,0.07,1.85,-1.8513752e-12,0.3124117712333046
7,0.08,1.85,-1.8513752e-12,0.3124117712333046
7,0.09,1.85,-1.8513752e-12,0.3124117712333046
7,0.1,1.85,-1.8513752e-12,0.3124117712333046
7,0.11,1.85,-1.8513752e-12,0.3124117712333046
7,0.12,1.85,-1.8513752e-12,0.3124117712333046
7,0.13,1.85,-1.85137521e-12,0.3124117712333046
7,0.14,1.85,-1.85137523e-12,0.3124117712333046
7,0.15,1.85,-1.85137529e-12,0.3124117712333046
7,0.16,1.85,-1.85137544e-12,0.3124117712333046
7,0.17,1.85,-1.85137588e-12,0.3124117712333046
7,0.18,1.85,-1.85137707e-12,0.3124117712333046
7,0.19,1.85,-1.85138038e-12,0.3124117712333046
7,0.2,1.85,-1.85138956e-12,0.3124117712333046
7,0.21,1.85,-1.85141499e-12,0.3124117712333046
7,0.22,1.85,-1.85148543e-12,0.3124117712333046
7,0.23,1.85,-1.85168055e-12,0.3124117712333046
7,0.24,1.85,-1.85222097e-12,0.3124117712333046
7,0.25,1.85,-1.85371758e-12,0.3124117712333046
7,0.26,1.85,-1.85786103e-12,0.3124117712333046
7,0.27,1.85,-1.86932736e-12,0.3124117712333046
7,0.28,1.85,-1.90103517e-12,0.3124117712333046
7,0.29,1.85,-1.98860942e-12,0.3124117712333046
7,0.3,1.85,-2.22999235e-12,0.3124117712333046
7,0.31,1.85,-2.89310113e-12,0.3124117712333046
7,0.32,1.85,-4.70478098e-12,0.3124117712333046
7,0.33,1.85,-9.61056796e-12,0.3124117712333046
7,0.34,1.85,-2.27067613e-11,0.3124117712333046
7,0.35,1.85,-5.68982131e-11,0.3124117712333046
7,0.36,1.85,-1.43230585e-10,0.3124117712333046
7,0.37,1.85,-3.5112993e-10,0.3124117712333046
7,0.38,1.85,-8.21779118e-10,0.3124117712333046
7,0.39,1.85,-1.81322448e-09,0.3124117712333046
7,0.4,1.85,-3.75498801e-09,0.3124117712333046
7,0.41,1.85,-7.3271934e-09,0.3124117712333046
7,0.42,1.85,-1.36085775e-08,0.3124117712333046
7,0.43,1.85,-2.43544042e-08,0.3124117712333046
7,0.44,1.85,-4.24760554e-08,0.3124117712333046
7,0.45,1.85,-7.2830267e-08,0.3124117712333046
7,0.46,1.85,-1.2348387e-07,0.3124117712333046
7,0.47,1.85,-2.07630673e-07,0.3124117712333046
7,0.48,1.85,-3.46115745e-07,0.3124117712333046
7,0.49,1.85,-5.69756976e-07,0.3124117712333046
7,0.5,1.85,-9.19387751e-07,0.3124117712333046
7,0.51,1.85,-1.44125839e-06,0.3124117712333046
7,0.52,1.85,-2.17826361e-06,0.3124117712333046
