vgate,idrain,idrain-fit,errors,vbulk,vdrain,vsource
-0.23,6e-08,5.667766e-11,0.9990553723333333,0.0,-0.37,0.0
-0.3,6e-08,1.5909009e-10,0.9973484985000001,0.0,-0.37,0.0
-0.6,6e-08,1.2514755e-08,0.79142075,0.0,-0.37,0.0
-0.7,6e-08,5.0856566e-08,0.15239056666666664,0.0,-0.37,0.0
-0.71,6e-08,5.8363616e-08,0.02727306666666654,0.0,-0.37,0.0
-0.72,1.2e-07,6.6945081e-08,0.442124325,0.0,-0.37,0.0
-0.73,1.9e-07,7.6749251e-08,0.5960565736842105,0.0,-0.37,0.0
-0.74,1.2e-07,8.7944235e-08,0.2671313749999999,0.0,-0.37,0.0
-0.75,1.9e-07,1.007206e-07,0.46989157894736844,0.0,-0.37,0.0
-0.76,1.9e-07,1.1529438e-07,0.39318747368421053,0.0,-0.37,0.0
-0.77,1.9e-07,1.3191055e-07,0.3057339473684211,0.0,-0.37,0.0
-0.78,2.5e-07,1.5084697e-07,0.39661211999999996,0.0,-0.37,0.0
-0.79,3.1e-07,1.7241889e-07,0.4438100322580645,0.0,-0.37,0.0
-0.8,3.1e-07,1.9698421e-07,0.364567064516129,0.0,-0.37,0.0
-0.81,4.4e-07,2.2494944e-07,0.48875127272727276,0.0,-0.37,0.0
-0.82,4.4e-07,2.5677655e-07,0.4164169318181819,0.0,-0.37,0.0
-0.83,5e-07,2.929909e-07,0.41401819999999995,0.0,-0.37,0.0
-0.84,5.6e-07,3.341902e-07,0.40323178571428575,0.0,-0.37,0.0
-0.85,6.2e-07,3.8105487e-07,0.3853953709677419,0.0,-0.37,0.0
-0.86,7.5e-07,4.3435973e-07,0.42085369333333333,0.0,-0.37,0.0
-0.87,8.1e-07,4.9498738e-07,0.38890446913580246,0.0,-0.37,0.0
-0.88,9.3e-07,5.6394313e-07,0.39360953763440865,0.0,-0.37,0.0
-0.89,1e-06,6.4237189e-07,0.35762811,0.0,-0.37,0.0
-0.9,1.12e-06,7.3157692e-07,0.34680632142857143,0.0,-0.37,0.0
-0.91,1.31e-06,8.330405e-07,0.3640912213740458,0.0,-0.37,0.0
-0.92,1.43e-06,9.4844661e-07,0.33675062237762243,0.0,-0.37,0.0
-0.93,1.62e-06,1.0797054e-06,0.33351518518518525,0.0,-0.37,0.0
-0.94,1.75e-06,1.2289794e-06,0.2977260571428571,0.0,-0.37,0.0
-0.95,2.06e-06,1.398711e-06,0.32101407766990303,0.0,-0.37,0.0
-0.96,2.18e-06,1.5916508e-06,0.2698849541284403,0.0,-0.37,0.0
-0.97,2.37e-06,1.8108864e-06,0.23591291139240517,0.0,-0.37,0.0
-0.98,2.56e-06,2.0598707e-06,0.19536300781250002,0.0,-0.37,0.0
-0.99,2.81e-06,2.3424485e-06,0.16638843416370114,0.0,-0.37,0.0
-1.0,3.18e-06,2.6628807e-06,0.16261613207547176,0.0,-0.37,0.0
-1.01,3.43e-06,3.0258643e-06,0.1178238192419825,0.0,-0.37,0.0
-1.02,3.74e-06,3.4365473e-06,0.08113708556149735,0.0,-0.37,0.0
-1.03,4.12e-06,3.9005356e-06,0.053268058252427336,0.0,-0.37,0.0
