vdrain,idrain,idrain-fit,errors,vbulk,vgate,vsource
-0.01,6.2e-07,2.9532056e-06,3.7632348387096775,0.0,-1.48,0.0
-0.02,3.12e-06,5.8389291e-06,0.8714516346153846,0.0,-1.48,0.0
-0.03,5.42e-06,8.6515629e-06,0.5962293173431736,0.0,-1.48,0.0
-0.04,7.67e-06,1.1385946e-05,0.48447796610169497,0.0,-1.48,0.0
-0.05,1.004e-05,1.4036841e-05,0.398091733067729,0.0,-1.48,0.0
-0.06,1.21e-05,1.659893e-05,0.37181239669421495,0.0,-1.48,0.0
-0.07,1.421e-05,1.9066894e-05,0.3417940886699507,0.0,-1.48,0.0
-0.08,1.609e-05,2.1435518e-05,0.33222610316967066,0.0,-1.48,0.0
-0.09,1.839e-05,2.3699843e-05,0.28873534529635686,0.0,-1.48,0.0
-0.1,2.014e-05,2.5855343e-05,0.28378068520357497,0.0,-1.48,0.0
-0.11,2.182e-05,2.789812e-05,0.27855728689275894,0.0,-1.48,0.0
-0.12,2.363e-05,2.9825114e-05,0.26217156157426996,0.0,-1.48,0.0
-0.13,2.525e-05,3.1634304e-05,0.25284372277227724,0.0,-1.48,0.0
-0.14,2.7e-05,3.332487e-05,0.23425444444444454,0.0,-1.48,0.0
-0.15,2.862e-05,3.4897316e-05,0.21933319357092937,0.0,-1.48,0.0
-0.16,3.018e-05,3.6353505e-05,0.20455616302186874,0.0,-1.48,0.0
-0.17,3.167e-05,3.7696626e-05,0.1902944742658667,0.0,-1.48,0.0
-0.18,3.323e-05,3.893107e-05,0.17156394823954269,0.0,-1.48,0.0
-0.19,3.442e-05,4.0062244e-05,0.16392341661824517,0.0,-1.48,0.0
-0.2,3.56e-05,4.1096328e-05,0.1543912359550562,0.0,-1.48,0.0
-0.21,3.679e-05,4.2040027e-05,0.142702555042131,0.0,-1.48,0.0
-0.22,3.791e-05,4.2900309e-05,0.1316356897916116,0.0,-1.48,0.0
-0.23,3.916e-05,4.3684187e-05,0.11553082226762014,0.0,-1.48,0.0
-0.24,4.015e-05,4.4398524e-05,0.10581628891656282,0.0,-1.48,0.0
-0.25,4.121e-05,4.5049892e-05,0.09317864595971856,0.0,-1.48,0.0
-0.26,4.19e-05,4.5644471e-05,0.08936684964200473,0.0,-1.48,0.0
-0.27,4.283e-05,4.6187985e-05,0.07840263833761373,0.0,-1.48,0.0
-0.28,4.371e-05,4.6685678e-05,0.06807773964767785,0.0,-1.48,0.0
-0.29,4.452e-05,4.7142309e-05,0.05890181940700812,0.0,-1.48,0.0
-0.3,4.533e-05,4.7562163e-05,0.049242510478711685,0.0,-1.48,0.0
-0.31,4.576e-05,4.7949077e-05,0.04783822115384614,0.0,-1.48,0.0
-0.32,4.632e-05,4.8306477e-05,0.04288594559585498,0.0,-1.48,0.0
-0.33,4.701e-05,4.8637407e-05,0.034618315252074094,0.0,-1.48,0.0
-0.34,4.745e-05,4.8944573e-05,0.031497850368809206,0.0,-1.48,0.0
-0.35,4.801e-05,4.9230371e-05,0.025419100187460946,0.0,-1.48,0.0
-0.36,4.838e-05,4.9496928e-05,0.023086564696155422,0.0,-1.48,0.0
-0.37,4.901e-05,4.9746128e-05,0.01501995511120175,0.0,-1.48,0.0
-0.38,4.944e-05,4.9979642e-05,0.010915088996763732,0.0,-1.48,0.0
-0.39,4.976e-05,5.0198954e-05,0.008821422829582018,0.0,-1.48,0.0
-0.4,4.982e-05,5.0405382e-05,0.011749939783219596,0.0,-1.48,0.0
-0.41,4.982e-05,5.0600099e-05,0.015658350060216784,0.0,-1.48,0.0
-0.42,5.025e-05,5.078415e-05,0.010629850746268567,0.0,-1.48,0.0
-0.43,5.088e-05,5.095847e-05,0.0015422562893081884,0.0,-1.48,0.0
-0.44,5.094e-05,5.1123893e-05,0.0036099921476247412,0.0,-1.48,0.0
-0.45,5.131e-05,5.1281165e-05,0.0005619762229585775,0.0,-1.48,0.0
-0.46,5.119e-05,5.1430959e-05,0.004707149833951833,0.0,-1.48,0.0
-0.47,5.169e-05,5.1573877e-05,0.002246527374733992,0.0,-1.48,0.0
-0.48,5.181e-05,5.1710462e-05,0.0019212121212120936,0.0,-1.48,0.0
-0.49,5.206e-05,5.1841204e-05,0.004202766039185576,0.0,-1.48,0.0
-0.5,5.25e-05,5.1966547e-05,0.010161009523809569,0.0,-1.48,0.0
-0.51,5.256e-05,5.2086892e-05,0.009001293759512858,0.0,-1.48,0.0
-0.52,5.294e-05,5.2202603e-05,0.013928919531545066,0.0,-1.48,0.0
-0.53,5.275e-05,5.2314012e-05,0.008265175355450257,0.0,-1.48,0.0
-0.54,5.281e-05,5.2421418e-05,0.007358113993561744,0.0,-1.48,0.0
-0.55,5.312e-05,5.2525097e-05,0.011199228162650569,0.0,-1.48,0.0
-0.56,5.3e-05,5.2625301e-05,0.0070697924528301676,0.0,-1.48,0.0
-0.57,5.325e-05,5.2722258e-05,0.009910647887323942,0.0,-1.48,0.0
-0.58,5.343e-05,5.281618e-05,0.01148830245180608,0.0,-1.48,0.0
-0.59,5.38e-05,5.2907258e-05,0.016593717472118973,0.0,-1.48,0.0
-0.6,5.368e-05,5.2995672e-05,0.012748286140089408,0.0,-1.48,0.0
-0.61,5.38e-05,5.3081585e-05,0.01335343866170999,0.0,-1.48,0.0
-0.62,5.518e-05,5.3165146e-05,0.03651420804639351,0.0,-1.48,0.0
-0.63,5.424e-05,5.3246496e-05,0.01831681415929205,0.0,-1.48,0.0
-0.64,5.381e-05,5.3325763e-05,0.008999015052964115,0.0,-1.48,0.0
-0.65,5.437e-05,5.3403066e-05,0.017784329593525945,0.0,-1.48,0.0
-0.66,5.468e-05,5.3478516e-05,0.02197300658376009,0.0,-1.48,0.0
-0.67,5.455e-05,5.3552214e-05,0.018291219065077927,0.0,-1.48,0.0
-0.68,5.449e-05,5.3624256e-05,0.015888126261699418,0.0,-1.48,0.0
-0.69,5.493e-05,5.3694731e-05,0.02248805752776261,0.0,-1.48,0.0
-0.7,5.493e-05,5.3763721e-05,0.021232095394137968,0.0,-1.48,0.0
-0.71,5.53e-05,5.3831303e-05,0.026558716094032552,0.0,-1.48,0.0
-0.72,5.518e-05,5.3897548e-05,0.023241246828560987,0.0,-1.48,0.0
-0.73,5.518e-05,5.3962523e-05,0.02206373686118153,0.0,-1.48,0.0
-0.74,5.543e-05,5.4026292e-05,0.02532397618618083,0.0,-1.48,0.0
-0.75,5.518e-05,5.4088913e-05,0.019773233055454843,0.0,-1.48,0.0
-0.76,5.562e-05,5.415044e-05,0.026421431139877757,0.0,-1.48,0.0
-0.77,5.543e-05,5.4210927e-05,0.021993018221179914,0.0,-1.48,0.0
-0.78,5.561e-05,5.427042e-05,0.024088832943715072,0.0,-1.48,0.0
-0.79,5.456e-05,5.4328965e-05,0.004234512463343122,0.0,-1.48,0.0
-0.8,5.487e-05,5.4386606e-05,0.008809804993621282,0.0,-1.48,0.0
-0.81,5.574e-05,5.4443383e-05,0.02326187656978825,0.0,-1.48,0.0
-0.82,5.568e-05,5.4499333e-05,0.021204507902298914,0.0,-1.48,0.0
-0.83,5.593e-05,5.4554493e-05,0.024593366708385477,0.0,-1.48,0.0
-0.84,5.449e-05,5.4608896e-05,0.0021819783446503736,0.0,-1.48,0.0
-0.85,5.605e-05,5.4662574e-05,0.024753363068688625,0.0,-1.48,0.0
-0.86,5.587e-05,5.4715557e-05,0.020663021299445163,0.0,-1.48,0.0
-0.87,5.599e-05,5.4767874e-05,0.02182757635292018,0.0,-1.48,0.0
-0.88,5.612e-05,5.4819552e-05,0.02317263007840336,0.0,-1.48,0.0
-0.89,5.612e-05,5.4870616e-05,0.022262722736992126,0.0,-1.48,0.0
-0.9,5.636e-05,5.4921091e-05,0.025530677785663626,0.0,-1.48,0.0
-0.91,5.599e-05,5.4971e-05,0.01819967851402033,0.0,-1.48,0.0
-0.92,5.592e-05,5.5020364e-05,0.016087911301859784,0.0,-1.48,0.0
-0.93,5.642e-05,5.5069205e-05,0.02394177596596952,0.0,-1.48,0.0
-0.94,5.636e-05,5.5117541e-05,0.022045049680624585,0.0,-1.48,0.0
-0.95,5.649e-05,5.5165393e-05,0.023448521862276566,0.0,-1.48,0.0
-0.96,5.655e-05,5.5212776e-05,0.02364675508399641,0.0,-1.48,0.0
-0.97,5.643e-05,5.525971e-05,0.0207387914230019,0.0,-1.48,0.0
-0.98,5.73e-05,5.5306208e-05,0.034795671902268746,0.0,-1.48,0.0
