vgate,idrain,idrain-fit,errors,vbulk,vdrain,vsource
-0.73,6e-08,2.431179e-09,0.95948035,0.0,-0.74,0.0
-0.93,6e-08,5.0515668e-08,0.1580721999999999,0.0,-0.74,0.0
-0.95,1.2e-07,6.8086065e-08,0.4326161249999999,0.0,-0.74,0.0
-0.96,6e-08,7.9024439e-08,0.3170739833333334,0.0,-0.74,0.0
-0.97,6e-08,9.1707342e-08,0.5284557000000001,0.0,-0.74,0.0
-0.98,1.2e-07,1.0641421e-07,0.11321491666666661,0.0,-0.74,0.0
-0.99,1.2e-07,1.2347048e-07,0.028920666666666765,0.0,-0.74,0.0
-1.0,1.2e-07,1.4325549e-07,0.1937957500000001,0.0,-0.74,0.0
-1.01,1.9e-07,1.6621188e-07,0.12520063157894742,0.0,-0.74,0.0
-1.02,1.9e-07,1.9285653e-07,0.015034368421052628,0.0,-0.74,0.0
-1.03,2.5e-07,2.237934e-07,0.10482639999999999,0.0,-0.74,0.0
-1.04,2.5e-07,2.5972845e-07,0.03891380000000005,0.0,-0.74,0.0
-1.05,3.1e-07,3.0148692e-07,0.02746154838709683,0.0,-0.74,0.0
-1.06,3.7e-07,3.5003305e-07,0.053964729729729696,0.0,-0.74,0.0
-1.07,3.7e-07,4.0649253e-07,0.09862845945945944,0.0,-0.74,0.0
-1.08,5e-07,4.7217759e-07,0.055644820000000005,0.0,-0.74,0.0
-1.09,5.6e-07,5.4861476e-07,0.020330785714285787,0.0,-0.74,0.0
-1.1,6.2e-07,6.375749e-07,0.0283466129032259,0.0,-0.74,0.0
-1.11,6.9e-07,7.411051e-07,0.07406536231884059,0.0,-0.74,0.0
-1.12,8.7e-07,8.6156166e-07,0.009699241379310407,0.0,-0.74,0.0
-1.13,1.06e-06,1.001643e-06,0.05505377358490568,0.0,-0.74,0.0
-1.14,1.31e-06,1.1644212e-06,0.11112885496183199,0.0,-0.74,0.0
-1.15,1.56e-06,1.35337e-06,0.13245512820512823,0.0,-0.74,0.0
-1.16,1.87e-06,1.572388e-06,0.15915080213903743,0.0,-0.74,0.0
-1.17,2.18e-06,1.8258142e-06,0.16247055045871556,0.0,-0.74,0.0
-1.18,2.68e-06,2.1184327e-06,0.2095400373134329,0.0,-0.74,0.0
-1.19,3.24e-06,2.4554668e-06,0.2421398765432099,0.0,-0.74,0.0
-1.2,3.87e-06,2.8425575e-06,0.2654890180878553,0.0,-0.74,0.0
-1.21,4.49e-06,3.2857262e-06,0.26821242761692654,0.0,-0.74,0.0
-1.22,5.36e-06,3.7913219e-06,0.29266382462686574,0.0,-0.74,0.0
-1.23,6.23e-06,4.3659496e-06,0.2992055216693418,0.0,-0.74,0.0
-1.24,7.23e-06,5.0163848e-06,0.3061708437067774,0.0,-0.74,0.0
-1.25,8.29e-06,5.7494722e-06,0.30645691194209895,0.0,-0.74,0.0
-1.26,9.35e-06,6.5720142e-06,0.29711078074866315,0.0,-0.74,0.0
-1.27,1.054e-05,7.4906507e-06,0.2893120777988616,0.0,-0.74,0.0
-1.28,1.203e-05,8.5117358e-06,0.2924575394846217,0.0,-0.74,0.0
-1.29,1.34e-05,9.641214e-06,0.2805064179104478,0.0,-0.74,0.0
-1.3,1.484e-05,1.0884502e-05,0.2665429919137467,0.0,-0.74,0.0
-1.31,1.658e-05,1.2246378e-05,0.2613764776839566,0.0,-0.74,0.0
-1.32,1.821e-05,1.3730886e-05,0.24597001647446462,0.0,-0.74,0.0
-1.33,2.008e-05,1.5341249e-05,0.23599357569721124,0.0,-0.74,0.0
-1.34,2.195e-05,1.7079809e-05,0.22187658314350803,0.0,-0.74,0.0
-1.35,2.369e-05,1.8947975e-05,0.2001699029126213,0.0,-0.74,0.0
-1.36,2.575e-05,2.09462e-05,0.18655533980582523,0.0,-0.74,0.0
-1.37,2.812e-05,2.3073971e-05,0.17944626600284488,0.0,-0.74,0.0
-1.38,3.005e-05,2.5329819e-05,0.15707757071547412,0.0,-0.74,0.0
-1.39,3.217e-05,2.771135e-05,0.13859651849549265,0.0,-0.74,0.0
-1.4,3.454e-05,3.0215288e-05,0.1252088013896931,0.0,-0.74,0.0
-1.41,3.716e-05,3.2837536e-05,0.11632034445640489,0.0,-0.74,0.0
-1.42,3.959e-05,3.5573247e-05,0.10145877746905776,0.0,-0.74,0.0
-1.43,4.215e-05,3.8416905e-05,0.08856690391459074,0.0,-0.74,0.0
