 v-sweep         vdd             gate            ax_id2          out_vth0        out_u0          out_rdsw        out_nfactor     out_vsat        out_eta0       
 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.25459158e-42  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 1.00000000e-02  0.00000000e+00  1.00000000e-02 -1.46061606e-53  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 2.00000000e-02  0.00000000e+00  2.00000000e-02  1.46117665e-53  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 3.00000000e-02  0.00000000e+00  3.00000000e-02  5.08078492e-64  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 4.00000000e-02  0.00000000e+00  4.00000000e-02 -1.69377300e-64  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 5.00000000e-02  0.00000000e+00  5.00000000e-02 -9.78635163e-75  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 6.00000000e-02  0.00000000e+00  6.00000000e-02  1.95737628e-75  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 7.00000000e-02  0.00000000e+00  7.00000000e-02  1.58016611e-85  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 8.00000000e-02  0.00000000e+00  8.00000000e-02 -2.25745799e-86  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 9.00000000e-02  0.00000000e+00  9.00000000e-02 -2.34003222e-96  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 1.00000000e-01  0.00000000e+00  1.00000000e-01  2.60009993e-97  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
 1.10000000e-01  0.00000000e+00  1.10000000e-01  3.29128428e-107  4.26874905e-01  7.92288031e-02  9.48961829e+01  1.16092145e+01  1.39915497e+05 -2.02951041e-01 
