 v-sweep         vdd             gate            ax_id2          out_vth0        out_u0          out_rdsw        out_nfactor     out_vsat        out_eta0       
 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.43246635e-42  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.00000000e-02  0.00000000e+00  1.00000000e-02 -6.06822000e-54  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.00000000e-02  0.00000000e+00  2.00000000e-02  1.61921024e-53  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.00000000e-02  0.00000000e+00  3.00000000e-02  5.52638596e-64  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 4.00000000e-02  0.00000000e+00  4.00000000e-02 -1.84002605e-64  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 5.00000000e-02  0.00000000e+00  5.00000000e-02 -1.04995844e-74  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 6.00000000e-02  0.00000000e+00  6.00000000e-02  2.09848984e-75  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 7.00000000e-02  0.00000000e+00  7.00000000e-02  1.68015682e-85  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 8.00000000e-02  0.00000000e+00  8.00000000e-02 -2.39906515e-86  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 9.00000000e-02  0.00000000e+00  9.00000000e-02 -2.47336096e-96  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.00000000e-01  0.00000000e+00  1.00000000e-01  2.74715054e-97  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.10000000e-01  0.00000000e+00  1.10000000e-01  3.46512805e-107  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.20000000e-01  0.00000000e+00  1.20000000e-01 -3.14915436e-108  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.30000000e-01  0.00000000e+00  1.30000000e-01 -4.69758662e-118  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.40000000e-01  0.00000000e+00  1.40000000e-01  3.61259587e-119  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.50000000e-01  0.00000000e+00  1.50000000e-01  6.22073931e-129  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.60000000e-01  0.00000000e+00  1.60000000e-01 -4.14623322e-130  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.70000000e-01  0.00000000e+00  1.70000000e-01 -8.09396673e-140  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.80000000e-01  0.00000000e+00  1.80000000e-01  4.76021922e-141  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 1.90000000e-01  0.00000000e+00  1.90000000e-01  1.03877752e-150  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.00000000e-01  0.00000000e+00  2.00000000e-01 -5.46628715e-152  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.10000000e-01  0.00000000e+00  2.10000000e-01 -1.31858365e-161  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.20000000e-01  0.00000000e+00  2.20000000e-01  6.27796944e-163  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.30000000e-01  0.00000000e+00  2.30000000e-01  1.65873735e-172  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.40000000e-01  0.00000000e+00  2.40000000e-01 -7.21085271e-174  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.50000000e-01  0.00000000e+00  2.50000000e-01 -2.07099550e-183  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.60000000e-01  0.00000000e+00  2.60000000e-01  8.28287382e-185  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.70000000e-01  0.00000000e+00  2.70000000e-01  2.56927706e-194  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.80000000e-01  0.00000000e+00  2.80000000e-01 -9.51466234e-196  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 2.90000000e-01  0.00000000e+00  2.90000000e-01 -3.17004686e-205  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.00000000e-01  0.00000000e+00  3.00000000e-01  1.09299356e-206  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.10000000e-01  0.00000000e+00  3.10000000e-01  3.89276562e-216  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.20000000e-01  0.00000000e+00  3.20000000e-01 -1.25559539e-217  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.30000000e-01  0.00000000e+00  3.30000000e-01 -4.76041709e-227  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.40000000e-01  0.00000000e+00  3.40000000e-01  1.44240446e-228  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.50000000e-01  0.00000000e+00  3.50000000e-01  5.80012577e-238  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.60000000e-01  0.00000000e+00  3.60000000e-01 -1.65702047e-239  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.70000000e-01  0.00000000e+00  3.70000000e-01 -7.04388031e-249  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.80000000e-01  0.00000000e+00  3.80000000e-01  1.90357939e-250  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 3.90000000e-01  0.00000000e+00  3.90000000e-01  8.52938045e-260  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 4.00000000e-01  0.00000000e+00  4.00000000e-01 -2.18683311e-261  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 4.10000000e-01  0.00000000e+00  4.10000000e-01 -1.03010284e-270  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 4.20000000e-01  0.00000000e+00  4.20000000e-01  2.51224103e-272  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 4.30000000e-01  0.00000000e+00  4.30000000e-01  1.24110884e-281  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
 4.40000000e-01  0.00000000e+00  4.40000000e-01 -2.88607518e-283  4.32057652e-01  7.24258752e-02  9.28352835e+01  1.12204055e+01  1.47236578e+05 -2.07855562e-01 
