 0.00000000e+00  0.00000000e+00  1.48000000e+00 -1.31483829e-19  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.00000000e-02  1.00000000e-02  1.48000000e+00  4.36121877e-05  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 2.00000000e-02  2.00000000e-02  1.48000000e+00  8.67643283e-05  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 3.00000000e-02  3.00000000e-02  1.48000000e+00  1.29454491e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 4.00000000e-02  4.00000000e-02  1.48000000e+00  1.71680735e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 5.00000000e-02  5.00000000e-02  1.48000000e+00  2.13441106e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 6.00000000e-02  6.00000000e-02  1.48000000e+00  2.54733642e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 7.00000000e-02  7.00000000e-02  1.48000000e+00  2.95556369e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 8.00000000e-02  8.00000000e-02  1.48000000e+00  3.35907304e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 9.00000000e-02  9.00000000e-02  1.48000000e+00  3.75784454e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.00000000e-01  1.00000000e-01  1.48000000e+00  4.15185820e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.10000000e-01  1.10000000e-01  1.48000000e+00  4.54109392e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.20000000e-01  1.20000000e-01  1.48000000e+00  4.92553156e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.30000000e-01  1.30000000e-01  1.48000000e+00  5.30515091e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.40000000e-01  1.40000000e-01  1.48000000e+00  5.67993172e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.50000000e-01  1.50000000e-01  1.48000000e+00  6.04985371e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.60000000e-01  1.60000000e-01  1.48000000e+00  6.41489661e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.70000000e-01  1.70000000e-01  1.48000000e+00  6.77504015e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.80000000e-01  1.80000000e-01  1.48000000e+00  7.13026408e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 1.90000000e-01  1.90000000e-01  1.48000000e+00  7.48054825e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
 2.00000000e-01  2.00000000e-01  1.48000000e+00  7.82587256e-04  1.18814822e+00  1.68952122e+00  1.05004950e+00  1.66708878e+00  3.38901133e+01  1.54050874e+00  5.30846440e+00 
