 0.00000000e+00  0.00000000e+00  1.48000000e+00 -6.97279178e-33  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 1.00000000e-02  1.00000000e-02  1.48000000e+00  4.81324704e-05  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 2.00000000e-02  2.00000000e-02  1.48000000e+00  9.57657566e-05  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 3.00000000e-02  3.00000000e-02  1.48000000e+00  1.42897289e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 4.00000000e-02  4.00000000e-02  1.48000000e+00  1.89524475e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 5.00000000e-02  5.00000000e-02  1.48000000e+00  2.35644699e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 6.00000000e-02  6.00000000e-02  1.48000000e+00  2.81255323e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 7.00000000e-02  7.00000000e-02  1.48000000e+00  3.26353683e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 8.00000000e-02  8.00000000e-02  1.48000000e+00  3.70937095e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 9.00000000e-02  9.00000000e-02  1.48000000e+00  4.15002850e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 1.00000000e-01  1.00000000e-01  1.48000000e+00  4.58548217e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 1.10000000e-01  1.10000000e-01  1.48000000e+00  5.01570442e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 1.20000000e-01  1.20000000e-01  1.48000000e+00  5.44066752e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 1.30000000e-01  1.30000000e-01  1.48000000e+00  5.86034350e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
 1.40000000e-01  1.40000000e-01  1.48000000e+00  6.27470424e-04  1.23092618e+00  1.88371044e+00  1.04855579e+00  1.58617459e+00  3.15199289e+01  1.45540169e+00  5.24118429e+00 
