 v-sweep         vdd             gate            ax_id1          out_vth0        out_u0          out_rdsw        out_nfactor     out_vsat        out_eta0       
 0.00000000e+00  1.00000000e-02  0.00000000e+00 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 1.00000000e-02  1.00000000e-02  1.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 2.00000000e-02  1.00000000e-02  2.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 3.00000000e-02  1.00000000e-02  3.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 4.00000000e-02  1.00000000e-02  4.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 5.00000000e-02  1.00000000e-02  5.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 6.00000000e-02  1.00000000e-02  6.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 7.00000000e-02  1.00000000e-02  7.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 8.00000000e-02  1.00000000e-02  8.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 9.00000000e-02  1.00000000e-02  9.00000000e-02 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 1.00000000e-01  1.00000000e-02  1.00000000e-01 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 1.10000000e-01  1.00000000e-02  1.10000000e-01 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 1.20000000e-01  1.00000000e-02  1.20000000e-01 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
 1.30000000e-01  1.00000000e-02  1.30000000e-01 -0.00000000e+00  5.94872064e-01  2.95128632e-01  3.01308503e+02  8.25994295e+00 -3.22018672e+00  4.20637800e-03 
